,Unnamed: 0,metroreg,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemp per Tsd.,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crime/population,density,crime/population_log,density_log,unemp_log,gdp_log,year,crimes,unemployment
4164,130981,SE006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",117.0,8608.0,354164.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS0401,215,Uppsala,M,Robbery,SE,607.0633943596752,41.14358736059479,6.408633224419448,3.7170680792709225,1.3609765531356006,4.762173934797756,2016,607.0633943596752,3.9
3525,111049,NL511M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",118.0,1492.0,368819.0,T:Total,Y15-24:From 15 to 24 years,2.1,ICCS0401,69,Zwolle,N,Robbery,NL,187.0836372312706,247.19772117962464,5.231555774785809,5.5101885070120185,0.7419373447293773,4.770684624465665,2018,187.0836372312706,2.1
2680,82204,IT004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,6827.0,2238663.0,T:Total,Y15-24:From 15 to 24 years,15.8,ICCS0401,1309,Torino,M,Robbery,IT,584.7240071417627,327.9131390068844,6.3711399532437465,5.792748753212146,2.760009940032921,4.68213122712422,2019,584.7240071417627,15.8
3549,112752,PL001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",160.0,6104.0,3053104.0,T:Total,Y15-24:From 15 to 24 years,5.5,ICCS0401,483,Warszawa,M,Robbery,PL,158.19965517060672,500.18086500655306,5.063857875625784,6.21496976302677,1.7047480922384253,5.075173815233827,2019,158.19965517060672,5.5
2238,67135,ES022M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",78.0,4494.0,948302.0,T:Total,Y15-24:From 15 to 24 years,10.9,ICCS0401,367,Vigo,M,Robbery,ES,387.0075144837826,211.0151312861593,5.958444110112025,5.351929843161545,2.388762789235098,4.356708826689592,2015,387.0075144837826,10.9
3024,93860,IT502M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,366.0,253245.0,T:Total,Y15-24:From 15 to 24 years,2.4,ICCS0401,284,Prato,M,Robbery,IT,1121.4436612766294,691.9262295081967,7.022372117546077,6.539479345178037,0.8754687373538999,4.6443908991413725,2014,1121.4436612766294,2.4
1844,57544,ES003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",85.0,10806.0,2527590.0,T:Total,Y15-24:From 15 to 24 years,55.0,ICCS0401,4348,Valencia,M,Robbery,ES,1720.2156995398775,233.90616324264295,7.450204968653966,5.454920023147397,4.007333185232471,4.442651256490317,2014,1720.2156995398775,55.0
2648,81084,IT003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",65.0,1179.0,3101002.0,T:Total,Y15-24:From 15 to 24 years,54.3,ICCS0401,4858,Napoli,M,Robbery,IT,1566.5904117443329,2630.1967769296016,7.356656824490773,7.874813942498248,3.9945242269398897,4.174387269895637,2018,1566.5904117443329,54.3
4304,135601,SK002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",62.0,6754.0,794756.0,T:Total,Y15-24:From 15 to 24 years,10.1,ICCS0401,130,Kosice,M,Robbery,SK,163.57221587506103,117.67189813443883,5.097254580131423,4.7679002273429205,2.312535423847214,4.127134385045092,2014,163.57221587506103,10.1
149,4029,AT_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3854796.0,T:Total,Y15-24:From 15 to 24 years,23.2,ICCS0401,453,Non-metropolitan regions in Austria,N,Robbery,AT,117.51594636914638,60.85399005446365,4.766574038155901,4.1084773892552535,3.1441522786722644,4.736198448394496,2016,117.51594636914638,23.2
2307,68894,ES026M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",85.0,7949.0,1122006.0,T:Total,Y15-24:From 15 to 24 years,5.8,ICCS0401,440,A Coruña,M,Robbery,ES,392.1547656607897,141.15058497924267,5.971656572232518,4.94982729907095,1.7578579175523736,4.442651256490317,2019,392.1547656607897,5.8
2700,82820,IT005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",64.0,5009.0,1268217.0,T:Total,Y15-24:From 15 to 24 years,16.6,ICCS0401,804,Palermo,M,Robbery,IT,633.9609073210657,253.1876622080256,6.451987292159279,5.534130961626345,2.8094026953624978,4.158883083359672,2017,633.9609073210657,16.6
3741,118128,PL_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",58.0,232593.0,19248623.0,T:Total,Y15-24:From 15 to 24 years,64.4,ICCS0401,1916,Non-metropolitan regions in Poland,N,Robbery,PL,99.53958784480324,82.75667367461618,4.600555432823114,4.415904659641091,4.165113633110308,4.060443010546419,2020,99.53958784480324,64.4
1967,60550,ES007M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",74.0,11314.0,1475569.0,T:Total,Y15-24:From 15 to 24 years,21.7,ICCS0401,1444,Murcia - Cartagena,M,Robbery,ES,978.6055413199924,130.41974544811737,6.886128641336429,4.870758060177516,3.077312260546414,4.30406509320417,2018,978.6055413199924,21.7
3387,107815,NL004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",159.0,1449.0,1306912.0,T:Total,Y15-24:From 15 to 24 years,5.8,ICCS0401,465,Utrecht,N,Robbery,NL,355.8005435714111,901.9406487232574,5.874370302974837,6.804548718256111,1.7578579175523736,5.068904202220232,2019,355.8005435714111,5.8
2464,73416,FI003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",106.0,10910.0,479341.0,T:Total,Y15-24:From 15 to 24 years,4.8,ICCS0401,145,Turku,M,Robbery,FI,302.4986387561256,43.9359303391384,5.712076777481021,3.782732444076711,1.5686159179138452,4.663439094112067,2020,302.4986387561256,4.8
4173,131230,SE006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,8608.0,376354.0,T:Total,Y15-24:From 15 to 24 years,5.0,ICCS0401,222,Uppsala,M,Robbery,SE,589.8701754199504,43.7214219330855,6.379902471025946,3.777838186409042,1.6094379124341005,4.718498871295094,2019,589.8701754199504,5.0
3226,101379,LU001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",278.0,2595.0,576249.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS0401,459,Luxembourg,M,Robbery,LU,796.5306664306576,222.06127167630055,6.680265630091247,5.402953342333583,1.3609765531356006,5.627621113690637,2016,796.5306664306576,3.9
1666,51436,DK002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,5842.0,890567.0,T:Total,Y15-24:From 15 to 24 years,7.8,ICCS0401,206,Århus,M,Robbery,DK,231.3133093860428,152.44214310167752,5.443773109242303,5.026785134563867,2.0541237336955462,4.727387818712341,2019,231.3133093860428,7.8
3856,122777,RO001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",135.0,1804.0,2284200.0,T:Total,Y15-24:From 15 to 24 years,7.9,ICCS0401,862,Bucuresti,M,Robbery,RO,377.3750109447509,1266.186252771619,5.9332394170293234,7.1437647109760745,2.066862759472976,4.90527477843843,2015,377.3750109447509,7.9
213,7165,BE003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",135.0,1286.0,625402.0,T:Total,Y15-24:From 15 to 24 years,3.0,ICCS0401,701,Gent,M,Robbery,BE,1120.8790505946577,486.3157076205288,7.02186852304479,6.18685801715651,1.0986122886681098,4.90527477843843,2014,1120.8790505946577,3.0
2257,67690,ES022M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",75.0,4494.0,944001.0,T:Total,Y15-24:From 15 to 24 years,7.8,ICCS0401,258,Vigo,M,Robbery,ES,273.3047952279711,210.0580774365821,5.6105876384367805,5.347384051703836,2.0541237336955462,4.31748811353631,2020,273.3047952279711,7.8
3748,119133,PT001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",103.0,3015.0,2809168.0,T:Total,Y15-24:From 15 to 24 years,27.6,ICCS0401,9126,Lisboa,M,Robbery,PT,3248.648710223098,931.730679933665,8.085994407392885,6.837043802897451,3.317815772723105,4.634728988229636,2015,3248.648710223098,27.6
2796,86180,IT008M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,3863.0,1230205.0,T:Total,Y15-24:From 15 to 24 years,8.8,ICCS0401,359,Bari,M,Robbery,IT,291.82128181888385,318.4584519803262,5.676141566324632,5.76349201746164,2.174751721484161,4.276666119016055,2020,291.82128181888385,8.8
4170,131146,SE006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,8608.0,368971.0,T:Total,Y15-24:From 15 to 24 years,4.0,ICCS0401,229,Uppsala,M,Robbery,SE,620.6449829390386,42.8637314126394,6.430759232370175,3.758026046746773,1.3862943611198906,4.727387818712341,2018,620.6449829390386,4.0
3876,123333,RO001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",167.0,1804.0,2322002.0,T:Total,Y15-24:From 15 to 24 years,10.1,ICCS0401,1516,Bucuresti,M,Robbery,RO,652.8848812361057,1287.1407982261642,6.481400821600546,7.1601786019434766,2.312535423847214,5.117993812416755,2020,652.8848812361057,10.1
412,15261,CZ001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",137.0,11425.0,2574378.0,T:Total,Y15-24:From 15 to 24 years,7.6,ICCS0401,481,Praha,M,Robbery,CZ,186.84124864336164,225.32849015317288,5.230259318566841,5.417559293740789,2.028148247292285,4.919980925828125,2015,186.84124864336164,7.6
1797,56378,ES001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",126.0,8031.0,6424275.0,T:Total,Y15-24:From 15 to 24 years,81.8,ICCS0401,16992,Madrid,M,Robbery,ES,2644.9677200929286,799.9346283152782,7.880414140094272,6.684530009723205,4.404277243608702,4.836281906951478,2016,2644.9677200929286,81.8
1690,51940,DK003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",99.0,3479.0,496243.0,T:Total,Y15-24:From 15 to 24 years,4.7,ICCS0401,137,Odense,M,Robbery,DK,276.0744232160453,142.639551595286,5.6206704787018005,4.960320829938657,1.547562508716013,4.59511985013459,2018,276.0744232160453,4.7
2087,63466,ES013M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",80.0,10601.0,1058975.0,T:Total,Y15-24:From 15 to 24 years,9.9,ICCS0401,683,Oviedo - Gijón,M,Robbery,ES,644.9632899737954,99.89387793604376,6.469193400406756,4.6041084018552105,2.2925347571405443,4.382026634673881,2014,644.9632899737954,9.9
4284,135097,SK001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",180.0,2053.0,633288.0,T:Total,Y15-24:From 15 to 24 years,2.8,ICCS0401,88,Bratislava,M,Robbery,SK,138.95731483937797,308.469556746225,4.934166798483185,5.731623156940362,1.029619417181158,5.19295685089021,2016,138.95731483937797,2.8
2948,91220,IT028M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",116.0,2144.0,936887.0,T:Total,Y15-24:From 15 to 24 years,5.0,ICCS0401,302,Padova,M,Robbery,IT,322.34410339774166,436.9808768656716,5.775619619043147,6.079889434105304,1.6094379124341005,4.7535901911063645,2016,322.34410339774166,5.0
1722,52668,DK004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",105.0,7879.0,589755.0,T:Total,Y15-24:From 15 to 24 years,5.2,ICCS0401,120,Aalborg,M,Robbery,DK,203.47432408372967,74.85150399796929,5.315539825343622,4.31550620415701,1.6486586255873816,4.653960350157523,2019,203.47432408372967,5.2
1662,51324,DK002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,5842.0,883364.0,T:Total,Y15-24:From 15 to 24 years,7.3,ICCS0401,235,Århus,M,Robbery,DK,266.0285001426366,151.209174940089,5.583603446435626,5.018664142725121,1.9878743481543453,4.736198448394496,2018,266.0285001426366,7.3
4072,128321,RO_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",40.0,186683.0,12250669.0,T:Total,Y15-24:From 15 to 24 years,109.8,ICCS0401,1603,Non-metropolitan regions in Romania,N,Robbery,RO,130.84999684507028,65.62284192990256,4.874051604865113,4.183923835493393,4.69866052907543,3.688879454113936,2015,130.84999684507028,109.8
2636,80588,IT003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",66.0,1179.0,3118149.0,T:Total,Y15-24:From 15 to 24 years,47.3,ICCS0401,6072,Napoli,M,Robbery,IT,1947.3091247403509,2644.740458015267,7.574203762538669,7.8803282139637,3.856510295497887,4.189654742026425,2015,1947.3091247403509,47.3
2075,63182,ES012M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",138.0,3037.0,325739.0,T:Total,Y15-24:From 15 to 24 years,1.4,ICCS0401,180,Vitoria/Gasteiz,M,Robbery,ES,552.5896499958556,107.25683240039513,6.31461568266472,4.675226261144015,0.3364722366212129,4.927253685157205,2018,552.5896499958556,1.4
1913,59234,ES005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",100.0,17275.0,960111.0,T:Total,Y15-24:From 15 to 24 years,8.0,ICCS0401,866,Zaragoza,M,Robbery,ES,901.9790420066014,55.57806078147612,6.804591284766746,4.017788533124093,2.079441541679836,4.605170185988092,2018,901.9790420066014,8.0
308,11072,BG002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",38.0,5961.0,678197.0,T:Total,Y15-24:From 15 to 24 years,7.5,ICCS0401,229,Plovdiv,M,Robbery,BG,337.6600014450078,113.77235363194094,5.822039476328524,4.734199553970064,2.0149030205422647,3.6375861597263857,2014,337.6600014450078,7.5
4324,136045,SK002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",56.0,6754.0,800414.0,T:Total,Y15-24:From 15 to 24 years,5.6,ICCS0401,90,Kosice,M,Robbery,SK,112.44181136261984,118.50962392656204,4.722435855501421,4.774994171847605,1.7227665977411035,4.02535169073515,2019,112.44181136261984,5.6
2334,69552,ES501M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",65.0,12648.0,919700.0,T:Total,Y15-24:From 15 to 24 years,13.8,ICCS0401,844,Granada,M,Robbery,ES,917.6905512667174,72.71505376344086,6.821860243669442,4.286548430001481,2.624668592163159,4.174387269895637,2019,917.6905512667174,13.8
2836,87412,IT010M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",64.0,3574.0,1115535.0,T:Total,Y15-24:From 15 to 24 years,13.1,ICCS0401,819,Catania,M,Robbery,IT,734.1768747730908,312.12506994963627,6.598749973390293,5.743403972707678,2.5726122302071057,4.158883083359672,2016,734.1768747730908,13.1
3016,93628,IT501M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",60.0,3266.0,618713.0,T:Total,Y15-24:From 15 to 24 years,7.7,ICCS0401,121,Messina,M,Robbery,IT,195.5672500820251,189.440600122474,5.275904310463747,5.2440755195668585,2.0412203288596382,4.0943445622221,2019,195.5672500820251,7.7
2780,85508,IT008M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",74.0,3863.0,1263820.0,T:Total,Y15-24:From 15 to 24 years,22.1,ICCS0401,957,Bari,M,Robbery,IT,757.2280862781092,327.1602381568729,6.629664510932144,5.790450075818804,3.095577608523707,4.30406509320417,2016,757.2280862781092,22.1
1702,52224,DK004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,7879.0,581057.0,T:Total,Y15-24:From 15 to 24 years,6.4,ICCS0401,89,Aalborg,M,Robbery,DK,153.1691383117319,73.74755679654778,5.03154278996195,4.300647866488776,1.8562979903656265,4.68213122712422,2014,153.1691383117319,6.4
2828,87196,IT010M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",65.0,3574.0,1115704.0,T:Total,Y15-24:From 15 to 24 years,16.3,ICCS0401,1446,Catania,M,Robbery,IT,1296.042677986276,312.1723559037493,7.167070806914987,5.743555458048623,2.791165107812717,4.174387269895637,2014,1296.042677986276,16.3
3257,102695,LV_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",41.0,64282.0,991062.0,T:Total,Y15-24:From 15 to 24 years,10.6,ICCS0401,267,Non-metropolitan regions in Latvia,N,Robbery,LV,269.40796842175365,15.417410783734171,5.596226841941777,2.735497441178535,2.360854001118021,3.713572066704308,2014,269.40796842175365,10.6
3435,108868,NL007M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",177.0,1281.0,433784.0,T:Total,Y15-24:From 15 to 24 years,6.1,ICCS0401,218,Groningen,N,Robbery,NL,502.5542666396178,338.62919594067137,6.219703627415045,5.824905691441583,1.8082887711792652,5.176149732573829,2014,502.5542666396178,6.1
3212,100632,LT_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",62.0,47468.0,1422216.0,T:Total,Y15-24:From 15 to 24 years,8.2,ICCS0401,249,Non-metropolitan regions in Lithuania,N,Robbery,LT,175.078890970148,29.961574113086712,5.165236677884926,3.399915697759026,2.1041341542702074,4.127134385045092,2019,175.078890970148,8.2
4272,134141,SI_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",76.0,15769.0,1214593.0,T:Total,Y15-24:From 15 to 24 years,4.9,ICCS0401,92,Non-metropolitan regions in Slovenia,N,Robbery,SI,75.74553780566823,77.024097913628,4.327379535798537,4.344118332809191,1.589235205116581,4.330733340286331,2020,75.74553780566823,4.9
406,14368,CY001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",93.0,9253.0,875899.0,T:Total,Y15-24:From 15 to 24 years,6.0,ICCS0401,55,Lefkosia,M,Robbery,CY,62.792627917145694,94.661082892035,4.139837676729057,4.550302964218658,1.791759469228055,4.532599493153256,2019,62.792627917145694,6.0
2570,77422,IE_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",115.0,49879.0,2090541.0,T:Total,Y15-24:From 15 to 24 years,16.5,ICCS0401,285,Non-metropolitan regions in Ireland,N,Robbery,IE,136.3283475425739,41.912247639287074,4.915066296113604,3.735578090641791,2.803360380906535,4.74493212836325,2019,136.3283475425739,16.5
3378,107566,NL004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",156.0,1449.0,1273613.0,T:Total,Y15-24:From 15 to 24 years,9.3,ICCS0401,562,Utrecht,N,Robbery,NL,441.2643401095937,878.959972394755,6.089644106551371,6.778739358985911,2.2300144001592104,5.049856007249537,2016,441.2643401095937,9.3
3864,122997,RO001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",146.0,1804.0,2287208.0,T:Total,Y15-24:From 15 to 24 years,11.4,ICCS0401,905,Bucuresti,M,Robbery,RO,395.6789238232815,1267.8536585365853,5.9806030839536,7.145080717088031,2.4336133554004498,4.983606621708336,2017,395.6789238232815,11.4
1775,55078,EL002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",57.0,3683.0,1108085.0,T:Total,Y15-24:From 15 to 24 years,10.2,ICCS0401,430,Thessaloniki,M,Robbery,EL,388.05687289332496,300.86478414336136,5.961151908503502,5.706660941703315,2.322387720290225,4.04305126783455,2017,388.05687289332496,10.2
265,9117,BE005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",85.0,1186.0,820356.0,T:Total,Y15-24:From 15 to 24 years,5.7,ICCS0401,2039,Liège,M,Robbery,BE,2485.506292390133,691.6998313659359,7.818231657171085,6.5391520918099735,1.7404661748405046,4.442651256490317,2018,2485.506292390133,5.7
3507,110545,NL015M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",88.0,1606.0,324251.0,T:Total,Y15-24:From 15 to 24 years,2.5,ICCS0401,51,Leeuwarden,N,Robbery,NL,157.28555964360945,201.8997509339975,5.0580630044745725,5.30777129170732,0.9162907318741552,4.477336814478207,2018,157.28555964360945,2.5
1882,58464,ES004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",73.0,14036.0,1943191.0,T:Total,Y15-24:From 15 to 24 years,27.6,ICCS0401,2626,Sevilla,M,Robbery,ES,1351.3854273717818,138.44335993160445,7.208885587703253,4.930461288420657,3.317815772723105,4.290459441148391,2017,1351.3854273717818,27.6
3474,109747,NL008M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,1504.0,631064.0,T:Total,Y15-24:From 15 to 24 years,4.6,ICCS0401,119,Enschede,N,Robbery,NL,188.57041441121663,419.5904255319149,5.239471488388305,6.039279058177714,1.5260563034950492,4.68213122712422,2020,188.57041441121663,4.6
4268,134029,SI_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",77.0,15769.0,1207633.0,T:Total,Y15-24:From 15 to 24 years,3.2,ICCS0401,106,Non-metropolitan regions in Slovenia,N,Robbery,SI,87.77501111678797,76.58272560086245,4.474776848705448,4.338371536965307,1.1631508098056809,4.343805421853684,2019,87.77501111678797,3.2
3756,119357,PT001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3015.0,2821349.0,T:Total,Y15-24:From 15 to 24 years,21.9,ICCS0401,7167,Lisboa,M,Robbery,PT,2540.2741738083446,935.7708126036484,7.840027296631446,6.841370588165462,3.086486636822455,4.61512051684126,2017,2540.2741738083446,21.9
3447,109117,NL007M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,1554.0,436159.0,T:Total,Y15-24:From 15 to 24 years,5.4,ICCS0401,123,Groningen,N,Robbery,NL,282.00724964978366,280.6685971685972,5.641932778585625,5.637174603823473,1.6863989535702288,4.934473933130692,2018,282.00724964978366,5.4
1757,53941,EE001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,4338.0,599478.0,T:Total,Y15-24:From 15 to 24 years,2.5,ICCS0401,77,Tallinn,M,Robbery,EE,128.4450805534148,138.19225449515906,4.855501424289319,4.92864586414182,0.9162907318741552,4.718498871295094,2019,128.4450805534148,2.5
1,837,AT001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",144.0,8817.0,2681273.0,T:Total,Y15-24:From 15 to 24 years,24.7,ICCS0401,2537,Wien,M,Robbery,AT,946.1923496786789,304.1026426222071,6.852445877853305,5.717365284623224,3.2068032436339315,4.969813299576001,2014,946.1923496786789,24.7
2768,85228,IT007M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",117.0,3514.0,995517.0,T:Total,Y15-24:From 15 to 24 years,5.9,ICCS0401,454,Firenze,M,Robbery,IT,456.0444472570533,283.3002276607854,6.122590276819236,5.646507210439344,1.7749523509116738,4.762173934797756,2020,456.0444472570533,5.9
2652,81252,IT003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",65.0,1179.0,3048194.0,T:Total,Y15-24:From 15 to 24 years,46.9,ICCS0401,3900,Napoli,M,Robbery,IT,1279.4461244920765,2585.406276505513,7.154182548024841,7.857637941519799,3.8480176754522337,4.174387269895637,2019,1279.4461244920765,46.9
2373,70546,ES_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",83.0,351664.0,11573763.0,T:Total,Y15-24:From 15 to 24 years,173.7,ICCS0401,7645,Non-metropolitan regions in Spain,N,Robbery,ES,660.5457533561038,32.911423972883206,6.493066392352223,3.4938198307181585,5.157329673247059,4.418840607796598,2016,660.5457533561038,173.7
2398,71824,FI001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",146.0,9568.0,1620261.0,T:Total,Y15-24:From 15 to 24 years,17.0,ICCS0401,747,Helsinki,M,Robbery,FI,461.0368329546906,169.34165969899666,6.133477937754415,5.131918329152263,2.833213344056216,4.983606621708336,2016,461.0368329546906,17.0
