DATAFLOW,LAST UPDATE,freq,unit,iccs,metroreg,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE004M:Köln,2017,2430,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE004M:Köln,2018,2188,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE004M:Köln,2019,2155,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE005M:Frankfurt am Main,2016,1645,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE005M:Frankfurt am Main,2017,1834,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE005M:Frankfurt am Main,2018,1506,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE005M:Frankfurt am Main,2019,1472,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE007M:Stuttgart,2016,781,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE007M:Stuttgart,2017,669,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE007M:Stuttgart,2018,657,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE007M:Stuttgart,2019,759,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE008M:Leipzig,2016,1928,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE008M:Leipzig,2017,1343,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE008M:Leipzig,2018,1208,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE008M:Leipzig,2019,1217,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE009M:Dresden,2016,1334,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE009M:Dresden,2017,988,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE009M:Dresden,2018,1138,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE009M:Dresden,2019,879,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE011M:Düsseldorf,2016,1311,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE011M:Düsseldorf,2017,1213,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE011M:Düsseldorf,2018,1022,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE011M:Düsseldorf,2019,1128,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE012M:Bremen,2016,890,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE012M:Bremen,2017,777,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE012M:Bremen,2018,719,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE012M:Bremen,2019,523,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE013M:Hannover,2016,1317,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE013M:Hannover,2017,983,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE013M:Hannover,2018,1112,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE013M:Hannover,2019,926,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE014M:Nürnberg,2016,442,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE014M:Nürnberg,2017,343,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE014M:Nürnberg,2018,323,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE014M:Nürnberg,2019,300,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE017M:Bielefeld,2016,164,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE017M:Bielefeld,2017,291,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE017M:Bielefeld,2018,271,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE017M:Bielefeld,2019,145,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE018M:Halle an der Saale,2016,518,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE018M:Halle an der Saale,2017,489,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE018M:Halle an der Saale,2018,494,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE018M:Halle an der Saale,2019,416,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE019M:Magdeburg,2016,612,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE019M:Magdeburg,2017,654,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE019M:Magdeburg,2018,493,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE019M:Magdeburg,2019,480,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE020M:Wiesbaden,2016,281,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE020M:Wiesbaden,2017,306,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE020M:Wiesbaden,2018,207,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE020M:Wiesbaden,2019,221,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE021M:Göttingen,2016,369,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE021M:Göttingen,2017,209,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE021M:Göttingen,2018,174,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE021M:Göttingen,2019,178,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE025M:Darmstadt,2016,227,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE025M:Darmstadt,2017,231,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE025M:Darmstadt,2018,211,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE025M:Darmstadt,2019,183,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE027M:Freiburg im Breisgau,2016,486,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE027M:Freiburg im Breisgau,2017,526,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE027M:Freiburg im Breisgau,2018,456,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE027M:Freiburg im Breisgau,2019,396,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE028M:Regensburg,2016,167,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE028M:Regensburg,2017,144,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE028M:Regensburg,2018,120,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE028M:Regensburg,2019,113,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE031M:Schwerin,2016,164,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE031M:Schwerin,2017,159,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE031M:Schwerin,2018,120,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE031M:Schwerin,2019,123,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE032M:Erfurt,2016,394,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE032M:Erfurt,2017,378,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE032M:Erfurt,2018,382,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE032M:Erfurt,2019,233,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE033M:Augsburg,2016,149,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE033M:Augsburg,2017,106,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE033M:Augsburg,2018,121,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE033M:Augsburg,2019,138,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE034M:Bonn,2016,866,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE034M:Bonn,2017,935,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE034M:Bonn,2018,718,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE034M:Bonn,2019,782,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE035M:Karlsruhe,2016,305,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE035M:Karlsruhe,2017,268,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE035M:Karlsruhe,2018,309,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE035M:Karlsruhe,2019,305,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE036M:Mönchengladbach,2016,380,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE036M:Mönchengladbach,2017,229,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE036M:Mönchengladbach,2018,250,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE036M:Mönchengladbach,2019,305,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE037M:Mainz,2016,217,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE037M:Mainz,2017,351,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE037M:Mainz,2018,235,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE037M:Mainz,2019,223,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE038M:Ruhrgebiet,2016,3846,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE038M:Ruhrgebiet,2017,3727,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE038M:Ruhrgebiet,2018,3593,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE038M:Ruhrgebiet,2019,3313,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE039M:Kiel,2016,342,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE039M:Kiel,2017,325,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE039M:Kiel,2018,315,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE039M:Kiel,2019,280,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE040M:Saarbrücken,2016,451,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE040M:Saarbrücken,2017,388,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE040M:Saarbrücken,2018,435,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE040M:Saarbrücken,2019,582,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE042M:Koblenz,2016,178,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE042M:Koblenz,2017,148,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE042M:Koblenz,2018,103,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE042M:Koblenz,2019,124,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE043M:Rostock,2016,365,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE043M:Rostock,2017,350,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE043M:Rostock,2018,296,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE043M:Rostock,2019,317,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE044M:Kaiserslautern,2016,103,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE044M:Kaiserslautern,2017,116,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE044M:Kaiserslautern,2018,148,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE044M:Kaiserslautern,2019,141,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE045M:Iserlohn,2016,238,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE045M:Iserlohn,2017,201,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE045M:Iserlohn,2018,182,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE045M:Iserlohn,2019,152,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE052M:Flensburg,2016,166,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE052M:Flensburg,2017,108,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE052M:Flensburg,2018,118,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE052M:Flensburg,2019,86,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE054M:Konstanz,2016,137,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE054M:Konstanz,2017,87,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE054M:Konstanz,2018,103,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE054M:Konstanz,2019,130,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE057M:Gießen,2016,113,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE057M:Gießen,2017,135,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE057M:Gießen,2018,69,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE057M:Gießen,2019,77,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE059M:Bayreuth,2016,80,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE059M:Bayreuth,2017,106,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE059M:Bayreuth,2018,73,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE059M:Bayreuth,2019,61,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE061M:Aschaffenburg,2016,141,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE061M:Aschaffenburg,2017,121,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE061M:Aschaffenburg,2018,107,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE061M:Aschaffenburg,2019,108,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE064M:Neubrandenburg,2016,229,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE064M:Neubrandenburg,2017,171,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE064M:Neubrandenburg,2018,121,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE064M:Neubrandenburg,2019,129,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE069M:Rosenheim,2016,62,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE069M:Rosenheim,2017,70,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE069M:Rosenheim,2018,66,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE069M:Rosenheim,2019,56,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE073M:Offenburg,2016,227,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE073M:Offenburg,2017,228,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE073M:Offenburg,2018,224,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE073M:Offenburg,2019,264,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE074M:Görlitz,2016,533,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE074M:Görlitz,2017,699,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE074M:Görlitz,2018,532,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE074M:Görlitz,2019,445,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE077M:Schweinfurt,2016,43,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE077M:Schweinfurt,2017,68,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE077M:Schweinfurt,2018,64,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS050211:Theft of a motorized land vehicle,DE077M:Schweinfurt,2019,48,
